equipment,est_peak_temp,num_companions,ticket,gender,distance_home,food_spend,age,runs
own,-0,2,season,other,173,27,64,1
own,5,3,senior,female,16,0,63,10
own,5,1,adult,male,32,20,24,6
own,-0,0,adult,female,21,8,39,8
rent,25,0,adult,male,50,0,31,15
own,0,0,season,female,93,15,60,8
own,-5,1,child,female,186,9,17,6
own,-5,2,child,male,151,9,11,4
own,5,1,child,female,180,17,9,4
rent,-0,2,season,female,19,0,62,6
own,10,3,season,female,34,9,28,7
own,20,2,child,female,15,0,13,15
own,15,1,adult,male,113,18,23,10
own,-5,1,adult,female,29,0,20,7
own,15,2,child,female,13,11,12,10
rent,10,2,adult,male,18,11,26,8
own,0,4,senior,male,95,11,72,5
own,15,0,season,male,135,14,64,7
own,20,1,child,male,166,0,16,11
own,15,3,season,male,165,19,41,7
own,20,0,senior,male,165,0,75,11
own,15,2,child,female,35,22,16,9
own,5,2,senior,male,52,8,71,8
own,20,1,child,female,50,0,14,16
own,0,3,adult,male,132,26,56,3
own,25,1,senior,male,16,21,60,14
rent,35,1,season,female,32,0,79,15
own,5,1,senior,female,177,19,76,5
own,-5,1,adult,male,30,0,29,6
own,-10,1,adult,female,28,28,24,3
own,10,2,adult,female,168,15,34,6
own,-10,1,senior,male,96,25,87,3
rent,5,2,adult,male,174,0,34,5
own,10,1,season,female,121,10,30,8
own,20,2,adult,male,105,0,26,12
own,10,1,season,female,118,5,38,8
own,25,5,senior,female,72,13,74,12
own,-5,4,adult,female,48,10,35,5
own,20,3,adult,female,19,0,47,15
own,20,2,senior,male,14,7,88,11
own,5,0,adult,female,34,10,48,9
own,-15,0,adult,male,12,11,55,5
own,0,3,senior,female,123,22,60,3
own,20,1,child,female,138,11,7,10
own,10,0,adult,male,39,17,42,9
own,15,0,season,female,49,12,41,13
own,5,0,adult,female,31,20,21,5
own,20,1,adult,male,123,24,34,9
own,10,1,senior,male,16,18,75,8
own,15,1,adult,female,38,17,53,9
own,0,1,adult,female,118,0,36,9
own,20,0,adult,female,125,7,19,12
own,-10,2,adult,female,27,0,31,7
own,-10,3,senior,male,29,14,66,5
own,-5,0,season,male,164,0,69,4
own,-15,2,senior,male,163,20,68,1
rent,10,3,season,female,18,13,51,7
own,5,2,season,female,119,6,34,4
own,20,1,child,male,18,0,14,16
own,10,1,adult,male,139,27,37,7
own,-10,0,adult,male,27,15,39,6
rent,20,0,adult,female,16,21,57,14
own,25,2,adult,male,51,19,50,13
own,25,1,senior,female,12,19,61,10
own,25,1,adult,male,115,18,23,9
own,15,1,adult,female,51,0,52,10
own,5,1,child,male,23,22,13,8
own,-0,1,senior,female,93,24,67,4
own,10,0,adult,female,114,18,48,9
own,10,2,senior,male,175,12,78,7
own,20,1,adult,female,45,12,34,9
own,35,0,season,male,181,17,33,10
own,10,0,season,female,114,18,62,6
own,20,1,adult,female,126,21,32,12
own,10,2,child,male,12,25,11,9
own,-0,5,season,male,119,13,53,2
own,5,2,adult,female,70,15,42,5
own,10,0,child,female,170,0,12,9
own,10,1,senior,female,32,21,64,9
own,10,0,senior,male,96,0,82,10
own,10,0,adult,male,58,12,58,8
own,-5,1,adult,male,107,17,19,4
own,20,3,adult,female,103,9,26,8
own,20,2,senior,female,174,12,61,10
own,0,1,adult,male,118,12,58,5
own,20,2,senior,female,129,12,68,12
own,-0,3,child,female,107,0,7,8
own,15,0,child,female,119,14,9,11
own,20,0,adult,male,33,20,33,12
own,10,2,adult,female,93,10,35,6
own,0,1,adult,other,42,15,40,10
rent,10,3,senior,male,24,23,62,8
own,-10,0,season,male,108,20,54,2
own,15,1,senior,female,12,17,89,12
rent,-0,3,adult,female,53,0,50,5
own,15,2,child,male,158,22,13,10
own,10,7,adult,male,107,15,25,6
rent,-5,0,adult,female,35,24,48,2
own,20,2,adult,male,128,13,29,6
rent,25,2,adult,male,45,0,33,14
own,-0,1,adult,female,117,14,26,5
own,-5,6,child,female,112,0,8,2
own,15,0,season,other,41,0,46,10
rent,5,2,adult,male,188,17,31,3
own,15,1,senior,male,113,13,67,11
own,5,1,adult,male,49,16,58,7
own,30,1,adult,male,104,12,57,12
own,-5,0,season,male,31,20,27,4
own,25,1,adult,female,145,18,21,14
own,0,0,adult,male,57,17,19,7
own,15,3,child,female,17,15,17,9
own,10,3,child,female,169,18,5,7
own,5,3,senior,male,86,22,73,8
own,5,2,adult,female,104,13,21,8
own,-5,1,adult,female,12,9,45,8
own,25,0,adult,male,15,24,28,14
own,20,2,adult,other,101,23,20,10
rent,15,2,child,female,10,0,18,14
own,10,0,child,female,50,24,15,11
own,35,2,senior,female,41,24,64,14
own,10,2,adult,male,97,0,27,11
own,5,1,child,male,164,24,14,7
rent,10,1,senior,female,108,20,60,7
own,15,1,adult,female,161,0,55,9
own,10,1,child,male,184,18,5,6
own,-0,7,adult,male,167,0,51,4
own,15,1,adult,male,115,0,53,10
rent,5,1,child,male,175,16,7,5
own,0,1,adult,female,31,21,35,7
own,20,1,adult,female,160,0,37,10
own,15,1,senior,male,84,17,76,9
own,15,2,child,female,16,15,11,10
own,5,3,season,male,34,9,26,5
own,5,1,adult,female,20,19,57,9
rent,15,1,child,female,158,23,11,7
own,25,2,season,male,32,10,62,13
own,10,0,adult,male,90,24,20,10
own,10,2,adult,male,112,25,52,8
own,5,1,child,male,17,20,14,8
own,-5,5,senior,female,47,0,75,3
own,10,1,adult,female,17,0,47,13
rent,-0,1,senior,other,166,13,67,5
rent,-5,1,child,male,125,19,8,2
own,5,0,adult,male,48,16,52,10
own,-5,0,adult,female,118,27,22,5
own,25,1,senior,female,159,0,89,14
own,25,0,adult,female,59,0,52,13
own,25,3,season,male,59,13,37,11
rent,10,3,child,male,33,15,16,8
rent,20,1,season,male,127,12,48,9
rent,20,1,senior,male,28,23,62,10
own,-0,0,child,male,174,0,10,8
own,-5,5,adult,female,19,24,43,4
own,15,1,child,female,100,27,16,7
own,15,0,adult,male,125,21,31,10
own,10,2,season,female,21,17,44,6
rent,15,2,adult,female,42,12,34,10
own,10,0,child,male,15,10,7,11
own,5,2,adult,female,169,9,36,7
own,10,1,adult,female,23,10,43,10
own,10,1,child,male,17,21,6,8
own,15,1,child,female,63,0,17,13
own,10,5,senior,male,48,25,76,8
own,20,1,adult,male,31,14,33,12
rent,10,1,adult,female,53,9,26,8
own,-5,0,child,male,46,0,6,10
own,15,2,adult,female,174,0,37,9
own,10,5,adult,female,40,0,33,11
own,10,0,adult,male,121,24,36,7
own,15,0,adult,female,44,17,39,11
own,10,2,senior,female,29,15,70,9
own,5,2,season,male,34,0,40,8
own,15,2,child,male,57,19,11,10
own,10,2,season,female,111,17,66,7
own,15,1,adult,male,43,14,53,10
own,25,2,child,male,35,19,17,13
rent,30,0,adult,female,44,0,36,16
own,-10,2,adult,male,122,20,43,4
own,10,3,adult,male,50,24,46,7
own,15,1,adult,male,61,14,35,11
rent,20,3,senior,male,54,0,68,10
own,-10,0,child,male,53,17,16,5
own,15,3,adult,female,44,30,26,9
own,15,2,adult,male,120,15,34,9
own,15,1,child,male,101,7,15,11
own,10,0,season,male,32,14,49,12
own,15,1,senior,female,102,7,77,10
rent,10,2,child,male,102,0,10,10
own,10,3,adult,male,126,7,25,6
own,25,1,child,male,180,0,11,13
rent,10,0,senior,female,20,25,64,9
own,20,1,adult,male,95,11,47,11
own,15,2,senior,female,26,19,69,11
own,15,2,child,male,45,23,16,9
own,20,1,adult,female,142,10,23,10
own,15,2,season,female,105,0,64,9
rent,5,3,adult,male,62,0,54,6
rent,15,5,child,female,164,13,17,8
own,5,4,adult,female,96,16,37,5
own,-5,1,child,female,18,0,9,8
own,-0,1,senior,male,119,22,74,6
rent,25,2,child,male,158,21,18,9
own,0,1,child,male,56,0,5,9
rent,15,2,child,female,169,24,10,8
rent,25,0,adult,male,40,14,40,14
rent,20,3,adult,male,49,15,46,11
own,0,3,adult,female,52,20,32,7
own,15,2,child,female,123,25,15,7
own,5,3,child,male,184,0,11,6
own,15,1,senior,male,117,5,72,9
own,15,0,adult,male,22,15,39,12
own,25,0,adult,female,96,23,26,14
own,30,0,adult,female,12,17,25,15
own,35,2,senior,male,15,24,63,11
own,25,3,adult,female,94,26,58,9
own,-0,1,child,male,39,27,12,7
own,10,6,child,female,160,15,7,4
own,5,0,child,female,166,19,15,7
own,25,1,adult,male,164,22,58,10
own,15,2,senior,female,166,28,64,5
own,15,1,adult,male,101,0,29,10
own,15,2,season,female,41,16,43,5
own,5,0,adult,male,108,9,34,9
own,5,3,adult,female,17,22,45,5
rent,15,4,child,female,124,0,10,9
own,20,1,adult,female,14,8,53,14
own,20,1,adult,female,114,16,51,12
own,20,1,child,female,180,9,11,9
own,15,2,adult,male,145,19,41,11
own,-0,1,adult,female,96,21,41,5
own,10,3,adult,male,109,20,43,6
own,15,0,adult,male,21,12,22,11
own,15,1,senior,female,132,0,66,10
own,10,5,adult,male,105,0,37,9
own,5,4,season,male,54,26,58,5
own,15,2,adult,female,168,0,50,8
own,0,1,adult,male,174,18,38,6
own,15,2,adult,female,37,0,19,14
rent,10,1,senior,male,170,21,81,4
rent,15,1,season,male,137,23,44,5
own,0,0,child,female,103,23,8,7
own,15,1,child,male,130,0,15,11
own,-5,1,season,female,33,14,73,4
own,20,2,adult,male,31,14,50,11
rent,-5,2,adult,female,46,0,18,8
own,15,2,adult,male,104,12,42,10
own,20,5,adult,male,133,0,25,11
own,10,1,child,female,14,0,9,15
own,5,1,adult,female,104,21,55,4
own,20,1,season,male,101,0,24,10
own,15,0,adult,male,54,20,31,11
own,15,1,child,female,131,16,15,9
rent,10,0,adult,female,85,11,49,10
own,0,5,senior,male,38,8,75,5
rent,10,2,child,male,115,23,8,7
own,15,0,season,female,33,0,39,11
own,10,2,adult,female,34,0,21,9
own,5,1,senior,male,108,10,77,8
own,0,2,adult,male,125,18,27,5
own,0,4,senior,female,17,11,70,4
own,-5,3,senior,female,189,10,69,3
own,10,1,adult,female,41,19,49,11
own,5,4,adult,male,22,27,37,7
own,10,1,adult,male,118,0,22,11
own,35,4,adult,female,105,8,20,14
own,-10,1,child,male,119,23,10,3
own,5,1,adult,male,55,9,29,9
own,-10,0,child,female,114,20,12,5
own,5,3,season,male,48,12,27,7
rent,5,0,adult,female,35,25,48,6
own,15,1,child,male,183,14,10,11
own,-10,1,child,male,176,8,8,3
own,15,0,adult,female,47,21,39,9
own,0,4,adult,female,37,23,43,5
own,10,4,adult,male,129,22,46,7
own,-5,3,adult,male,93,23,51,1
own,10,0,child,male,183,17,15,6
own,20,2,senior,female,22,0,72,13
own,10,0,senior,male,97,30,69,8
own,20,1,adult,female,47,16,18,9
own,15,2,adult,female,46,23,40,10
own,10,2,adult,male,21,0,33,12
own,25,0,child,male,103,19,8,9
own,25,0,child,female,105,11,14,15
own,10,3,adult,female,34,0,25,9
own,-10,1,adult,female,110,17,33,2
own,-10,1,child,female,98,0,11,6
rent,20,1,child,female,50,24,17,10
own,0,0,adult,female,109,0,25,6
own,-10,2,child,male,180,19,13,1
rent,25,0,child,female,174,11,16,10
own,0,2,child,female,149,15,11,5
own,5,1,senior,male,10,19,62,10
rent,10,0,season,male,108,20,49,5
own,5,2,adult,male,163,4,51,8
rent,20,3,senior,male,128,7,71,12
own,5,4,adult,female,121,0,55,9
rent,5,1,senior,male,125,0,62,8
own,20,1,child,male,100,34,18,10
own,-0,3,adult,male,55,18,27,7
own,-5,1,adult,female,100,27,59,5
rent,-5,1,senior,female,11,25,63,6
own,10,3,child,male,53,9,7,10
own,20,1,adult,male,112,0,39,13
rent,15,0,child,male,152,0,9,9
own,-10,1,adult,female,98,12,28,3
own,15,0,child,female,125,12,8,10
own,20,2,adult,female,118,0,51,9
rent,0,0,child,male,175,8,16,7
own,15,2,senior,female,158,23,61,6
own,5,1,senior,female,64,0,69,8
own,10,0,adult,male,49,11,19,7
own,-0,1,adult,female,16,14,52,8
rent,-5,2,adult,female,13,28,52,3
own,10,1,adult,male,34,9,34,10
rent,10,1,adult,female,130,8,59,6
own,10,2,adult,male,120,9,33,10
own,10,2,adult,female,57,23,50,8
own,5,2,adult,male,151,0,25,6
own,5,4,senior,female,48,14,68,9
own,10,0,child,female,88,16,13,11
own,20,4,adult,female,54,8,34,12
own,10,2,season,female,122,0,59,7
own,25,3,season,female,35,0,41,13
own,20,1,season,male,12,21,49,12
own,25,1,child,female,119,13,18,12
own,30,0,senior,male,44,19,76,13
own,5,1,senior,female,186,0,64,5
own,25,2,adult,female,123,0,57,10
own,-5,7,adult,female,47,0,42,4
own,5,1,child,female,43,14,16,7
own,15,1,child,female,46,14,13,13
rent,15,1,adult,female,11,0,39,12
own,10,0,season,female,107,15,30,7
own,20,3,senior,male,31,15,80,11
own,-0,1,adult,male,17,10,35,9
own,5,1,senior,female,182,15,77,5
rent,0,1,adult,male,99,11,32,4
rent,0,1,child,male,109,9,17,4
own,5,1,senior,male,127,25,66,5
own,0,1,senior,male,155,11,62,5
rent,10,0,season,female,98,12,55,5
own,0,1,season,male,109,19,47,6
own,10,0,child,male,41,0,16,13
own,5,1,adult,male,125,17,47,7
own,20,0,child,female,173,9,12,11
rent,15,0,senior,male,47,0,65,8
own,10,4,adult,female,115,12,38,8
own,10,3,child,female,123,21,7,5
own,5,1,adult,female,113,20,37,5
own,-0,3,adult,female,120,8,31,4
own,-0,1,child,female,111,0,18,7
rent,10,0,adult,female,178,14,48,9
own,5,1,child,male,15,13,8,7
rent,-0,1,child,other,39,17,17,6
own,-10,1,senior,other,26,0,66,4
own,0,2,adult,male,33,9,18,8
own,5,1,adult,female,137,0,53,9
own,10,2,season,female,38,14,43,7
own,-5,2,child,male,121,22,15,2
own,15,3,season,male,165,11,60,5
own,-5,1,adult,female,106,19,60,3
own,30,1,adult,female,51,21,59,15
rent,-0,1,child,male,111,0,18,8
rent,15,2,child,female,44,18,5,11
own,5,2,child,male,130,23,7,6
own,10,0,season,male,41,18,26,9
own,20,1,season,male,62,23,26,11
own,10,1,senior,male,94,14,65,5
rent,-5,0,season,female,48,20,66,5
own,10,2,senior,female,40,17,77,10
own,40,0,adult,male,109,18,25,12
rent,-10,2,adult,female,32,23,55,3
own,5,3,adult,male,164,0,55,4
own,15,1,child,female,105,0,6,12
own,15,3,season,female,62,0,45,8
rent,20,1,season,male,112,18,38,8
own,20,3,adult,male,119,17,24,10
own,20,1,season,male,105,0,75,11
own,10,1,child,male,134,0,5,10
own,15,2,adult,male,108,27,27,10
own,-5,1,adult,male,172,0,45,4
own,10,2,child,male,44,0,7,11
rent,5,1,adult,male,100,15,44,8
own,20,4,adult,male,15,17,43,10
own,20,0,adult,male,49,0,27,15
own,10,0,adult,male,53,20,55,8
own,10,1,adult,male,95,0,60,11
rent,-0,1,adult,female,49,17,50,5
rent,15,2,senior,female,181,20,76,7
own,-0,3,child,female,30,26,12,5
own,10,2,adult,male,11,20,42,11
own,-0,3,senior,male,125,19,65,4
own,-10,2,senior,female,134,0,63,1
own,10,2,adult,male,172,0,57,8
own,-5,4,senior,male,105,0,72,6
rent,10,1,senior,male,45,23,65,7
own,5,3,senior,male,60,19,74,5
rent,5,0,senior,male,177,20,68,6
own,15,1,senior,male,56,12,68,11
own,15,1,senior,male,15,12,64,12
own,-0,1,child,female,127,18,11,3
own,20,3,adult,female,179,16,53,9
own,20,2,adult,female,32,8,50,11
own,20,2,senior,male,175,10,64,7
rent,20,0,adult,male,23,20,19,11
own,-10,3,adult,male,23,21,23,5
own,-10,1,season,female,107,0,50,6
own,10,0,senior,male,19,22,72,11
own,20,1,season,female,39,9,62,11
own,0,1,season,female,107,14,44,5
own,15,1,adult,female,54,13,49,10
own,10,2,child,female,35,17,9,10
own,0,3,season,male,32,14,66,4
own,20,1,child,male,24,10,17,14
own,15,2,season,female,13,21,54,8
own,10,5,child,male,38,9,8,9
own,20,2,child,male,131,23,8,9
own,10,1,adult,female,179,0,46,9
own,15,3,adult,female,180,11,38,7
own,5,2,adult,male,15,0,53,8
rent,5,0,child,male,55,0,10,10
own,15,0,adult,male,55,16,58,12
own,15,2,senior,other,56,17,74,7
rent,10,0,child,female,14,0,15,11
own,25,1,senior,female,27,13,78,12
rent,5,1,child,female,23,0,13,11
rent,20,1,adult,male,12,20,26,8
own,15,0,adult,female,129,14,54,9
own,20,1,adult,male,54,19,30,12
own,15,0,adult,male,120,0,47,9
own,-5,1,child,male,53,12,11,6
own,5,2,adult,male,31,0,27,8
own,25,6,child,male,111,21,11,10
own,20,1,child,female,126,0,6,12
own,10,1,adult,male,102,17,47,8
own,5,0,adult,female,63,11,43,10
rent,30,1,adult,male,18,17,23,14
own,10,0,adult,female,119,16,57,7
own,10,3,adult,female,180,0,28,8
own,5,2,adult,male,53,14,30,8
own,10,3,adult,male,52,26,19,10
own,15,0,adult,male,106,15,37,11
rent,10,1,season,male,128,13,51,7
own,15,1,senior,male,57,18,60,8
rent,10,1,adult,male,64,23,59,10
rent,15,0,adult,male,70,21,29,9
rent,0,3,season,male,128,19,57,3
rent,0,2,child,male,15,20,9,7
own,20,1,child,female,18,13,11,13
own,15,0,child,male,119,0,10,12
own,0,2,senior,male,133,21,73,5
own,20,0,adult,female,30,13,28,14
own,25,1,senior,male,13,0,66,15
own,15,3,senior,female,38,26,86,7
rent,20,2,adult,female,173,19,50,11
own,15,3,child,other,160,7,17,11
own,0,2,season,female,106,0,69,6
own,-10,1,child,female,167,0,7,5
own,15,2,senior,male,16,16,61,10
own,10,0,adult,female,36,0,31,11
own,5,3,adult,male,46,15,21,6
own,20,3,season,male,99,8,58,10
own,25,2,adult,male,35,17,33,10
rent,10,1,adult,female,95,0,56,10
rent,5,0,season,male,120,16,28,3
own,10,0,senior,female,115,20,62,8
rent,20,2,senior,female,117,21,65,8
own,5,2,adult,male,101,0,26,8
rent,15,2,senior,male,45,18,69,8
own,20,1,adult,male,21,0,41,15
rent,0,2,child,male,113,13,9,6
own,10,2,season,male,26,0,31,9
own,20,1,senior,male,187,0,69,12
own,10,2,senior,female,33,9,64,10
own,10,3,season,female,185,0,33,7
own,20,1,adult,male,15,22,39,12
rent,15,0,senior,male,92,0,77,11
own,5,1,child,female,112,12,14,8
rent,5,3,child,male,44,10,6,6
own,20,2,adult,female,117,9,46,10
own,5,3,adult,male,170,13,34,6
rent,25,1,adult,female,16,0,45,15
own,15,2,adult,male,126,10,24,8
own,5,5,child,male,50,18,16,7
own,20,2,adult,female,56,15,20,11
own,15,3,adult,female,54,0,46,13
own,10,1,child,female,121,14,6,8
rent,5,3,adult,male,20,0,31,9
rent,20,1,child,male,157,23,15,8
own,15,3,season,female,62,17,23,9
rent,10,2,senior,male,35,0,69,9
own,5,2,season,male,18,8,60,7
rent,0,2,adult,male,95,14,38,7
rent,10,4,adult,male,149,0,28,8
own,15,1,adult,female,17,12,20,12
own,20,1,senior,male,30,24,73,10
own,15,1,season,other,164,17,67,7
own,10,2,adult,female,161,16,23,6
rent,0,1,season,female,46,20,38,4
own,0,2,senior,female,16,0,63,10
own,15,0,senior,male,30,0,77,13
own,10,2,child,male,16,25,13,9
own,15,0,senior,female,159,24,73,9
own,20,2,adult,male,161,0,48,11
own,10,2,adult,male,163,0,48,10
own,15,0,adult,male,103,0,37,12
own,-5,1,adult,female,31,19,22,4
own,10,2,child,male,34,0,7,12
own,-5,3,senior,male,30,9,66,6
own,25,2,adult,female,104,13,52,10
own,5,2,adult,male,132,0,49,6
own,20,1,adult,male,47,0,52,14
own,25,1,child,male,113,10,13,14
rent,20,4,adult,male,25,24,50,7
own,-10,0,adult,male,17,0,32,5
rent,10,0,adult,female,38,13,41,7
own,10,1,adult,female,50,16,44,9
own,20,2,child,female,179,0,14,10
own,10,1,adult,male,50,31,55,7
own,10,1,senior,female,37,18,70,8
rent,10,2,adult,female,130,15,18,7
own,15,0,senior,male,114,0,68,7
rent,20,1,adult,female,116,15,43,10
own,25,3,senior,female,23,10,85,15
rent,20,2,season,male,165,0,63,6
rent,10,3,adult,female,41,13,20,6
own,-15,0,senior,female,52,12,69,3
own,5,0,child,female,49,10,9,11
own,10,1,child,male,144,0,13,9
rent,15,1,season,male,109,0,66,9
own,20,2,child,male,35,0,12,14
own,15,2,season,male,166,13,70,8
own,15,2,child,male,39,0,13,11
own,5,3,adult,male,30,13,45,9
rent,10,1,adult,other,97,0,45,9
rent,5,0,senior,male,151,11,70,6
own,0,1,child,male,50,0,11,12
own,-0,3,adult,male,55,15,19,8
own,5,1,senior,female,25,24,76,8
rent,10,1,adult,male,94,0,56,8
own,5,0,child,female,15,14,11,9
rent,20,2,adult,male,45,0,33,11
own,-15,2,season,male,29,23,60,2
own,-5,2,adult,male,11,18,54,5
rent,5,1,adult,male,113,14,50,6
rent,0,1,season,male,107,25,33,3
own,0,1,adult,male,10,19,34,9
own,5,1,child,female,173,16,16,4
own,25,1,senior,female,17,16,61,12
own,10,4,senior,female,32,22,66,7
rent,10,0,season,female,199,24,40,2
own,20,4,adult,female,42,12,60,12
own,5,2,adult,female,99,24,50,8
own,-0,3,adult,male,46,7,53,10
own,-10,0,senior,female,66,13,70,4
own,5,1,senior,male,29,15,78,7
own,5,3,child,male,16,11,10,10
rent,10,2,adult,female,176,20,48,4
own,5,1,child,female,15,22,8,9
own,15,0,adult,male,41,10,51,12
own,10,4,season,male,22,10,40,7
rent,10,3,child,male,51,0,17,8
own,15,1,adult,male,22,0,45,14
own,5,0,adult,female,18,17,21,9
own,5,2,season,male,52,17,45,5
own,20,3,senior,female,124,0,74,12
rent,10,1,senior,female,113,19,77,4
rent,20,0,adult,female,109,19,22,10
rent,15,0,season,male,101,20,42,8
own,25,1,adult,female,61,9,37,14
own,-5,1,adult,male,54,14,21,6
rent,30,2,adult,male,12,0,50,16
own,20,2,adult,male,58,0,53,15
own,0,3,adult,male,54,23,23,6
own,10,2,senior,female,107,0,77,7
own,10,0,senior,male,28,19,68,11
own,5,3,senior,female,41,0,81,9
own,-0,1,season,female,13,14,51,5
own,15,1,child,male,114,13,6,11
own,30,1,adult,male,14,0,40,18
own,20,0,child,other,140,21,18,12
own,-0,0,adult,female,19,0,47,9
rent,15,0,adult,male,94,11,21,10
own,25,2,adult,female,13,25,43,12
rent,15,1,adult,female,18,0,20,11
own,30,2,adult,female,51,21,28,13
own,0,0,adult,female,109,9,49,8
rent,-10,1,child,male,108,8,10,4
own,10,1,child,male,60,0,5,11
own,5,2,child,female,12,12,14,9
own,20,0,senior,female,61,12,61,12
own,20,3,adult,female,48,8,43,12
own,25,0,adult,female,177,0,41,12
own,5,2,child,male,34,19,17,10
own,20,1,adult,female,22,21,42,11
own,15,4,child,male,97,21,14,9
own,15,2,adult,male,30,0,56,11
own,10,3,adult,male,30,23,54,6
own,25,0,child,male,165,0,6,14
own,0,0,adult,male,54,10,60,5
own,25,0,child,male,129,0,8,13
own,-5,1,season,male,25,0,46,5
own,5,0,adult,female,165,23,30,6
rent,10,3,child,female,36,21,10,7
own,10,1,senior,female,181,16,65,5
rent,-15,2,child,male,13,0,13,5
own,-5,2,adult,female,52,19,56,1
own,-5,2,adult,female,26,0,34,7
own,15,4,adult,female,33,10,35,10
rent,10,2,adult,male,121,0,22,10
own,5,1,senior,male,131,0,69,8
own,20,3,adult,female,107,14,22,11
own,15,3,senior,male,42,14,62,8
own,0,1,adult,other,26,0,54,9
rent,20,0,adult,male,173,20,25,9
rent,-5,1,season,male,48,19,57,3
own,-10,2,senior,male,118,0,65,4
own,15,1,adult,male,29,13,58,10
own,0,2,senior,male,34,0,68,7
own,5,1,child,female,119,14,17,9
own,-5,3,adult,female,58,14,36,4
own,10,3,adult,male,14,23,59,10
own,0,2,child,female,52,7,15,7
own,10,4,senior,female,173,10,62,4
rent,20,0,season,female,18,21,29,11
own,20,0,adult,male,13,28,29,11
own,0,3,child,male,129,0,8,7
rent,15,3,child,male,25,10,17,10
own,5,1,child,male,121,14,14,6
rent,5,3,child,male,171,4,14,4
own,0,3,season,female,25,18,66,7
own,5,2,senior,female,178,7,75,5
own,15,2,adult,female,105,18,56,10
own,15,2,season,male,123,21,34,6
rent,5,0,season,female,21,0,49,7
own,20,2,season,male,104,15,38,8
rent,0,1,adult,female,97,0,29,5
own,20,1,season,female,36,24,29,7
own,10,1,adult,female,129,12,45,7
own,-5,1,adult,female,36,14,25,6
own,-5,0,child,male,91,0,18,8
own,15,4,adult,male,48,0,34,11
rent,15,1,adult,male,105,0,25,10
